mês;operador;id_loja_atual;ds_subcategoria;real;resultado_modelo;resultado_ajustado
2023-10;Operador A;Loja 1;Produto A;0;0,073623534;0,073623534
2023-10;Operador A;Loja 1;Produto B;0;0,002697456;0,002697456
2023-10;Operador A;Loja 1;Produto C;0;0,07968452;0,07968452
2023-10;Operador A;Loja 1;Produto D;0;0,004669993;0,004669993
2023-10;Operador A;Loja 1;Produto E;0;0,6779767;0,6779767
2023-10;Operador A;Loja 1;Produto F;0;0,493211215;0,493211215
2023-10;Operador A;Loja 1;Produto G;0;0,059037802;0,059037802
2023-10;Operador A;Loja 1;Produto H;0;0,103175915;0,103175915
2023-10;Operador A;Loja 1;Produto I;0;0;0
2023-11;Operador A;Loja 1;Produto A;0;0,05865942;0,05865942
2023-11;Operador A;Loja 1;Produto B;0;0,003456276;0,003456276
2023-11;Operador A;Loja 1;Produto C;0;0,13249736;0,13249736
2023-11;Operador A;Loja 1;Produto D;0;0,014398307;0,014398307
2023-11;Operador A;Loja 1;Produto E;0;1;1
2023-11;Operador A;Loja 1;Produto F;0;0,721626989;0,721626989
2023-11;Operador A;Loja 1;Produto G;0;0,063701295;0,063701295
2023-11;Operador A;Loja 1;Produto H;0;0,069649755;0,069649755
2023-11;Operador A;Loja 1;Produto I;0;0,022384641;0,022384641
2023-12;Operador A;Loja 1;Produto A;0;0,015204139;0,015204139
2023-12;Operador A;Loja 1;Produto B;0;0,001205677;0,001205677
2023-12;Operador A;Loja 1;Produto C;0;0,028166828;0,028166828
2023-12;Operador A;Loja 1;Produto D;0;0;0
2023-12;Operador A;Loja 1;Produto E;0;0,39844798;0,39844798
2023-12;Operador A;Loja 1;Produto F;0;0,552412727;0,552412727
2023-12;Operador A;Loja 1;Produto G;0;0,025280414;0,025280414
2023-12;Operador A;Loja 1;Produto H;0;0,023557298;0,023557298
2023-12;Operador A;Loja 1;Produto I;0;0;0
2024-01;Operador A;Loja 1;Produto A;0;0,0488418;0,0488418
2024-01;Operador A;Loja 1;Produto B;0;0,002143256;0,002143256
2024-01;Operador A;Loja 1;Produto C;0;0,170447011;0,170447011
2024-01;Operador A;Loja 1;Produto D;0;0;0
2024-01;Operador A;Loja 1;Produto E;0;0,737647396;0,737647396
2024-01;Operador A;Loja 1;Produto F;0;0,90032716;0,90032716
2024-01;Operador A;Loja 1;Produto G;0;0,057317253;0,057317253
2024-01;Operador A;Loja 1;Produto H;0;0,045443098;0,045443098
2024-01;Operador A;Loja 1;Produto I;0;0;0
2024-02;Operador A;Loja 1;Produto A;0;0,083971314;0,083971314
2024-02;Operador A;Loja 1;Produto B;0;0,00057795;0,00057795
2024-02;Operador A;Loja 1;Produto C;0;0,064137016;0,064137016
2024-02;Operador A;Loja 1;Produto D;0;0;0
2024-02;Operador A;Loja 1;Produto E;0;0,408040074;0,408040074
2024-02;Operador A;Loja 1;Produto F;0;0,585937915;0,585937915
2024-02;Operador A;Loja 1;Produto G;0;0,029913025;0,029913025
2024-02;Operador A;Loja 1;Produto H;0;0,036303973;0,036303973
2024-02;Operador A;Loja 1;Produto I;0;0;0
2024-03;Operador A;Loja 1;Produto A;0;0,133746945;0,133746945
2024-03;Operador A;Loja 1;Produto B;0;9,9858E-05;9,9858E-05
2024-03;Operador A;Loja 1;Produto C;0;0,051406874;0,051406874
2024-03;Operador A;Loja 1;Produto D;0;0;0
2024-03;Operador A;Loja 1;Produto E;0;0,216422348;0,216422348
2024-03;Operador A;Loja 1;Produto F;0;0,235163145;0,235163145
2024-03;Operador A;Loja 1;Produto G;0;0,024028359;0,024028359
2024-03;Operador A;Loja 1;Produto H;0;0,04996456;0,04996456
2024-03;Operador A;Loja 1;Produto I;0;0;0
